,Unnamed: 0.1,filename,radial_velocity_reference,e_radial_velocity_reference,redchi_reference,teff,logg,Unnamed: 0,cntr_01,dist_x,pang_x,name,ra,dec,solution_id,designation,source_id,random_index,ref_epoch,ra.1,ra_error,dec.1,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,GaiaDR3,PDA,GaiaEDR3,TeffH,e_TeffH,loggH,e_loggH,TeffHe,e_TeffHe,loggHe,e_loggHe,radial_velocity_observed,e_radial_velocity_observed,redchi_observed,teff_corv,logg_corv,stark_velocity,e_stark_velocity,teff_bin,logg_bin,N,e_N,Hdensity,e_Hdensity
81,358,HS0047p1903_b_2002_09_27T05_30_43_all.dat.gz,10.017990870012875,2.619800189369707,3.703803997563521,13500.008260687837,7.606344815614393,337,272,0.71659,138.956016,HS0047+1903,12.551875,19.330138889,1636148068921376768,Gaia DR3 2788992130973584640,2788992130973584640,1362738333,2016.0,12.55201351391,0.0471,19.32998876229,0.034,10.6242,0.0587,180.9598,42.892,25.4,0.067,-34.562,0.039,0.2327,0.3523,-0.1438,-0.1136,-0.1303,-0.0998,-0.285,-0.2815,0.066,0.1889,208,0,206,2,-0.0705,243.225,0.057,0.2633,31,0,1.798,,,,,,,,24,14,0.094399,27,11,0,0.053,52.606,0,0,0.995,0.194,0.402,0.281,0.452,-70.137,-20.085,59.75,18.659,0,203,7680.55885,7.72532,994.20575,15.973885,27,5808.07285,17.98985,322.85284,15.928462,26,2865.07981,15.16682,188.9044,16.105053,1.129,0.0,1.0,0.0,0.0,0,-0.176591,-0.045423,-0.131168,,,,,,,,,,,,,,,,,,,,,VARIABLE,122.53166986192,-43.54080544923,19.14828415377,12.83358982967,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2788992130973584640,1.0,2788992130973584640,16179.08,462.0,7.930761,0.043208,16018.25,538.25,7.983323,0.062155,30.844071565386177,2.8457836352368595,3.935470958719536,12558.458814749962,8.625864743139378,20.8260806953733,3.8680534550085355,6,3,1.208856702042306e+17,1.0984342734570986e+16,1.1637688726517616e+17,1.1380770904642706e+16
82,366,WD1308m301_a_2000_05_23T03_18_46_all.dat.gz,72.73098745442564,1.5333152090985749,3.376036139264829,13413.423441977904,7.490453737688845,1383,981,2.525559,-119.37152,WD1308-301,197.8225,-30.432694444,1636148068921376768,Gaia DR3 6182607385393358848,6182607385393358848,1240699667,2016.0,197.8217909411,0.0275,-30.43303852885,0.022,17.0779,0.0321,532.3978,156.573,-136.307,0.034,-77.044,0.027,-0.1361,-0.2155,-0.1706,-0.0975,-0.0952,-0.0707,-0.1561,-0.012,0.1867,-0.307,283,9,280,3,0.8124,387.1104,0.12,2.9325,31,0,1.783,,,,,,,,32,17,0.050409,34,17,0,0.015,93.217,1,0,1.034,,,,,,,,,0,288,15918.10233,12.2251,1302.08386,15.182638,31,11863.33228,21.89385,541.85687,15.153026,30,6073.27666,16.80475,361.40234,15.289338,1.127,0.0,0.0,0.0,1.0,0,-0.136312,-0.029613,-0.1067,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,307.99090469816,32.24365810713,208.38759885935,-21.08570169665,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6182607385393358848,1.0,6182607385393358848,14727.49,269.6,7.991721,0.025078,14451.6,259.96,7.998927,0.031838,102.10146996761812,1.736440819062338,3.096699894524648,14240.207092832748,7.813453655566255,29.37048251319247,2.31652374228258,4,5,1.1543876989752526e+17,6627460113841345.0,1.1757954403892741e+17,8240767813163263.0
83,368,WD1422p095_a_2000_07_14T01_35_47_all.dat.gz,18.737972500783112,2.931705057557409,3.48137325049893,12128.115259558155,7.9999431541378225,1521,1038,4.198135,-125.420159,WD1422+095,216.163125,9.2872777778,1636148068921376768,Gaia DR3 1176717792385803136,1176717792385803136,1102261854,2016.0,216.16216205667,0.0271,9.28660191412,0.0238,29.9941,0.0259,1158.4454,260.653,-213.436,0.034,-149.617,0.03,-0.4298,-0.3493,0.3187,-0.4798,0.059,-0.5029,0.4427,-0.045,0.0864,-0.4714,174,9,173,1,-0.1417,226.6996,0.061,1.1183,31,0,1.753,,,,,,,,20,13,0.058024,23,7,0,0.033,47.558,0,0,0.99,,,,,,,,,0,183,34477.88583,27.60766,1248.85205,14.343515,21,25074.97443,83.86759,298.98288,14.340441,21,14172.19896,25.88738,547.45593,14.369303,1.138,0.0,2.0,0.0,1.0,0,-0.028862,-0.003075,-0.025787,,,,,,,,,,,,,,,,,,,,,VARIABLE,358.29635827741,61.67376880795,210.54070011719,22.31497492839,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1176717792385803136,0.99,1176717792385803136,12390.18,194.92,8.059636,0.017255,12348.85,170.94,8.00391,0.023956,41.59594701732603,2.5876594185639803,5.911302886514763,11592.968018032549,7.685727387154827,22.85797451654292,3.9103549469313608,3,6,6.055300089380298e+16,7842598250842392.0,5.872285355715205e+16,7844894191142628.0
84,370,HE0308m2305_b_2001_02_07T01_44_01_all.dat.gz,80.533108616189,2.706516104645573,2.94925513475229,20386.35664436532,8.33157170566826,93,71,0.605012,-160.114875,HE0308-2305,47.779708333,-22.901472222,1636148068921376768,Gaia DR3 5075443981321647744,5075443981321647744,375672877,2016.0,47.77964627874,0.0269,-22.90163026064,0.0308,17.9393,0.0384,467.5819,41.306,-16.716,0.04,-37.773,0.04,0.1551,0.0735,0.2255,0.2334,-0.2504,0.2505,0.1987,0.0031,-0.0551,0.0902,372,0,370,2,3.7005,831.3832,0.258,14.2612,31,0,1.834,,,,,,,,43,21,0.059347,43,15,0,0.057,154.195,0,0,1.139,0.105,0.115,0.129,0.511,70.253,-74.63,-4.91,27.79,0,363,16669.70349,9.74784,1710.09204,15.132547,42,13426.99335,20.69189,648.90131,15.018596,39,5717.94589,12.30309,464.75681,15.354795,1.148,0.0,2.0,0.0,4.0,0,-0.3362,-0.113952,-0.222248,,,,,,,,,,,,,,,,,,,,,VARIABLE,213.14125301339,-58.17574769286,37.27306795892,-38.93202859775,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,5075443981321647744,1.0,5075443981321647744,24000.5,528.4,8.571521,0.025785,28417.29,956.52,8.688297,0.020734,120.42876359324472,3.575621905012632,2.495517157899345,23501.50224374467,8.434506251418124,39.89565497705573,4.4844510736891765,8,8,2.595178706157112e+17,4798754196020861.0,2.6094817624550134e+17,3614745020520911.5
85,373,WD0032m175_b_2002_09_25T06_31_43_all.dat.gz,26.90166591459898,1.6690594215832242,2.6727473385499483,9358.715505376542,7.875756334334773,691,515,9.878832,90.221626,WD0032-175,8.8229583333,-17.314333333,1636148068921376768,Gaia DR3 2364319061964016512,2364319061964016512,1585120835,2016.0,8.8258326799,0.0228,-17.31434392701,0.0224,29.9493,0.0285,1051.5844,615.336,615.322,0.034,-4.155,0.034,0.2887,0.2425,-0.0581,0.0335,-0.0662,0.0349,0.2351,0.0175,-0.0594,0.2717,227,9,226,1,0.1697,256.9012,0.0,0.0,31,0,1.705,,,,,,,,26,15,0.053481,32,7,0,0.04,58.053,0,0,1.007,,,,,,,,,0,260,20228.71012,9.0747,2229.1333,14.922446,30,13829.53313,25.08832,551.23401,14.986524,28,9477.82759,11.33993,835.7923,14.806124,1.152,0.0,1.0,0.0,1.0,0,0.1804,0.064077,0.116323,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,101.30374493292,-79.50219187189,0.97214308522,-19.34900099248,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2364319061964016512,1.0,2364319061964016512,9658.76,83.37,8.006753,0.021401,9484.3,86.56,7.916351,0.021094,48.066228709704255,1.5073329885119016,4.351232731350937,9443.48456066123,7.91449782827164,21.164562795105276,2.2489580011711974,1,5,3.18058651241207e+16,3744639605448946.5,3.075519619744596e+16,2950742099948024.5
86,375,WD0133m116_a_2000_07_12T07_27_46_all.dat.gz,60.93595965309257,2.1427112949932585,3.5561213447715883,12405.00916499194,7.7699177925158915,753,574,7.550321,104.53522,WD0133-116,24.05675,-11.342388889,1636148068921376768,Gaia DR3 2457759374023232768,2457759374023232768,745081041,2016.0,24.05882062824,0.0214,-11.3429152547,0.0145,30.537,0.0251,1215.433,475.484,461.023,0.028,-116.376,0.016,0.1799,0.1649,-0.3889,0.0343,0.0721,0.0593,-0.3971,0.088,0.0889,0.0629,318,0,316,2,-0.1671,428.4601,0.074,2.4941,31,0,1.749,,,,,,,,36,17,0.040525,68,52,0,0.022,85.144,0,0,0.992,0.301,0.445,0.037,0.354,-16.17,-13.436,-16.258,20.365,0,448,38991.13303,24.1728,1613.01672,14.209952,62,28084.22429,36.82077,762.72784,14.217386,62,16229.65187,21.71556,747.37439,14.222122,1.137,0.0,3.0,0.0,1.0,0,-0.004736,0.007434,-0.01217,,,,,,,,,,,,,,,,,,,,,VARIABLE,158.78516084464,-71.02684075737,17.86069783682,-19.84318762928,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2457759374023232768,0.99,2457759374023232768,11832.44,131.38,7.934583,0.01654,11799.95,130.4,7.860019,0.020999,70.78012338637308,2.0116579878501497,5.029107775891469,11585.79798046314,8.01878669861787,9.84416373328051,2.9390439863624023,2,3,,,,
87,376,WD2240m045_b_2000_06_06T08_22_06_all.dat.gz,-98.10914128647052,8.332492705856957,2.020509607594735,33603.6120586342,8.86772995405697,2426,1301,3.187705,84.716281,WD2240-045,340.68591667,-4.2375555556,1636148068921376768,Gaia DR3 2625078449333017856,2625078449333017856,315908367,2016.0,340.68680079791,0.0449,-4.23747401393,0.0384,5.3675,0.0544,98.6181,197.609,196.755,0.055,18.35,0.047,0.0311,0.3687,-0.2374,-0.0957,-0.2897,0.1001,0.0688,-0.2902,-0.2939,0.2435,200,0,200,0,0.9803,530.4606,0.293,14.1384,31,0,1.888,,,,,,,,23,14,0.08277,23,10,0,0.035,126.174,0,0,1.048,0.315,0.198,0.476,0.865,-80.006,-24.472,-54.821,24.139,0,198,16542.77358,17.42253,949.50494,15.140846,21,13864.76154,43.10307,321.66525,14.983761,20,5244.80449,17.41835,301.108,15.448572,1.155,0.0,1.0,0.0,2.0,0,-0.464811,-0.157085,-0.307726,,,,,,,,,,,,,,,,,,,,,VARIABLE,63.93843317439,-51.71711062719,340.56895890615,3.63525367024,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2625078449333017856,1.0,2625078449333017856,37035.77,2717.78,7.535757,0.078305,,,,,-88.85083778112318,6.432561963483849,2.735791811426409,43989.9774049284,7.564094606743617,9.258303505347342,10.526551577188922,8,1,,,,
88,378,WD1911p135_b_2000_05_18T09_42_25_all.dat.gz,-12.134471609995446,2.092884807380784,4.414056881261571,13062.362784883371,7.188923510788658,2072,1160,2.936835,176.513886,WD1911+135,288.41116667,13.607611111,1636148068921376768,Gaia DR3 4320094439580536320,4320094439580536320,1217490893,2016.0,288.41121770775,0.0163,13.60679683313,0.0175,29.6481,0.0248,1196.8138,181.546,15.567,0.022,-180.878,0.02,0.4159,-0.0957,-0.0481,-0.1183,-0.0764,-0.1742,0.1163,-0.1444,-0.2642,0.4386,459,0,456,3,2.2493,836.6699,0.141,10.1472,31,0,1.77,,,,,,,,53,19,0.035261,58,21,0,0.034,17.37,0,0,1.075,0.032,0.469,0.293,0.557,-82.325,-47.43,-16.153,41.15,0,468,43350.18465,21.89148,1980.23108,14.09489,57,32065.51839,28.74587,1115.48242,14.073446,54,17030.58973,12.63085,1348.3324,14.169822,1.133,0.0,0.0,0.0,2.0,0,-0.096375,-0.021443,-0.074932,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,47.54689699928,1.35165653855,292.19203972314,35.63841412383,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4320094439580536320,0.99,4320094439580536320,13754.77,179.55,7.981433,0.016608,13501.64,173.21,7.965355,0.022277,6.692195691161955,2.198768254235971,3.65041271837316,13338.556575370834,7.545007291183288,18.8266673011574,3.0355804474270163,3,4,7.029184000705152e+16,8628094506852964.0,6.908121131519258e+16,6775445021072479.0
89,381,WD0556p172_a_2002_01_21T02_31_49_all.dat.gz,94.9207385880818,2.899603058902933,3.085704718649722,14214.932090127077,8.00001024979235,950,739,0.342367,-175.321075,WD0556+172,89.937416667,17.201,1636148068921376768,Gaia DR3 3350123251647482624,3350123251647482624,426508616,2016.0,89.93740854614,0.0426,17.20090521509,0.0359,12.7074,0.0487,260.9771,19.127,0.884,0.058,-19.107,0.045,-0.3292,0.0058,-0.0625,0.1743,-0.3443,0.291,-0.4949,-0.1007,0.3438,-0.5461,224,0,224,0,-0.3844,269.6839,0.123,1.5025,31,0,1.806,,,,,,,,26,16,0.092006,26,10,0,0.153,2.22,0,0,0.98,0.182,0.418,0.307,0.678,-116.633,22.745,-25.255,44.017,0,219,8829.42758,7.28965,1211.22852,15.822536,25,6810.21531,13.45168,506.2724,15.75564,24,3196.35364,10.66208,299.78708,15.986259,1.133,0.0,4.0,0.0,0.0,0,-0.230618,-0.066895,-0.163723,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,191.76100909607,-3.16878532891,89.9398666539,-6.23836255621,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3350123251647482624,1.0,3350123251647482624,18450.87,445.48,8.250771,0.031924,18675.17,651.3,8.359751,0.046951,50.80891977125549,3.521014493496022,3.534775981742732,13560.089064772435,8.894987219497942,-44.111818816826315,4.561276242742627,7,7,,,,
90,384,WD0408m041_a_2001_09_02T09_17_25_all.dat.gz,-11.398932177086207,3.1264634163952847,4.120684148020045,13915.63531422626,8.534920841350935,901,700,2.044034,178.908736,WD0408-041,62.759041667,-3.9729444444,1636148068921376768,Gaia DR3 3251748915515143296,3251748915515143296,618343478,2016.0,62.75905250656,0.0333,-3.97351212876,0.0331,13.973,0.0403,346.358,128.603,3.68,0.04,-128.55,0.036,0.3632,0.2399,0.3073,0.2835,0.1386,0.2246,0.6551,0.1678,0.1272,0.2315,272,0,271,1,-0.1677,321.8739,0.077,0.7335,31,0,1.783,,,,,,,,32,17,0.064127,36,7,0,0.036,157.257,0,0,0.991,0.297,0.286,0.27,0.539,-48.745,-25.325,-42.559,30.677,0,300,10770.64188,8.13519,1323.95691,15.606763,32,8079.28841,14.11093,572.55548,15.570109,32,4103.09404,15.30438,268.09933,15.715117,1.131,0.0,3.0,0.0,0.0,0,-0.145007,-0.036654,-0.108354,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,196.06672749228,-37.12004170952,59.85151240966,-24.60665806752,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3251748915515143296,1.0,3251748915515143296,14904.3,303.12,7.99652,0.029173,14551.27,290.86,7.999459,0.036806,-3.776324733980901,3.2934586266333747,5.487801203610026,14244.831238551147,8.088438288289387,7.622607443105306,4.541105946727501,4,5,,,,
91,387,WD2115m560_a_2002_04_23T08_53_22_all.dat.gz,-25.123270455053945,1.6381880814899432,3.0126234650014343,8971.339013715979,8.216465133559945,2320,1228,7.548147,113.569824,WD2115-560,319.90220833,-55.837361111,1636148068921376768,Gaia DR3 6462911897617050240,6462911897617050240,126023365,2016.0,319.90563072958,0.0154,-55.83819946625,0.0133,39.908,0.0196,2036.8855,471.395,431.064,0.018,-190.781,0.016,-0.1155,0.1118,0.0391,-0.066,-0.1524,-0.0353,-0.1039,-0.2082,0.0211,-0.0745,374,0,374,0,1.8332,522.1699,0.088,3.7385,31,1,1.708,,,,,,,,43,24,0.025237,46,15,0,0.037,14.193,0,0,1.067,0.128,0.176,0.087,0.269,-56.217,19.215,-5.075,18.377,0,373,36776.38902,16.26518,2261.05078,14.273444,41,25070.1374,21.47817,1167.23828,14.340651,40,17283.39636,15.46058,1117.901,14.153823,1.152,0.0,0.0,0.0,0.0,0,0.186828,0.067206,0.119621,,,,,,,,,,,,,,,,,,,,,VARIABLE,340.52318379913,-42.71784752388,303.020436278,-37.97501759434,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6462911897617050240,0.99,6462911897617050240,9528.29,76.42,7.964806,0.019923,9349.82,78.56,7.874494,0.019495,-12.992586907637277,1.602852671236171,3.2714855244679804,9639.664163658626,8.040410047832816,12.130683547416668,2.291898094598586,1,4,1.7205455314028104e+16,2970809050869155.0,1.690316915209686e+16,3477152944426154.5
92,388,HE1325m0854_a_2000_05_20T00_32_05_all.dat.gz,8.738850269141004,1.5413931969539458,4.171087495846678,13760.663263633163,7.666326297953435,237,185,0.448518,175.669451,HE1325-0854,202.09966667,-9.1647222222,1636148068921376768,Gaia DR3 3629976620502866944,3629976620502866944,352942503,2016.0,202.09967619936,0.0341,-9.16484645471,0.0223,15.0837,0.0399,378.2996,29.651,5.027,0.046,-29.222,0.025,-0.221,-0.2446,0.0064,-0.1517,-0.0971,-0.14,-0.4305,0.0574,0.3146,-0.2315,340,0,338,2,1.3564,550.4898,0.174,7.4111,31,0,1.801,,,,,,,,39,17,0.064019,41,24,0,0.053,24.597,0,0,1.052,0.457,0.57,0.279,0.226,-155.555,14.985,-38.557,-11.047,0,355,18623.45188,11.58462,1607.6012,15.012217,39,14300.7149,33.45171,427.5032,14.950148,37,6846.13402,11.83308,578.55896,15.159282,1.135,0.0,0.0,0.0,1.0,0,-0.209134,-0.062069,-0.147065,,,,,,,,,,,,,,,,,,,,,VARIABLE,318.06733861665,52.61734206573,203.83628674759,0.09216133742,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3629976620502866944,1.0,3629976620502866944,17183.94,367.27,7.881454,0.029531,17507.05,486.52,7.996084,0.043817,25.040592856724565,1.8106547809238904,3.4033111738797905,13084.09358932387,8.745438052102617,16.30174258758356,2.3778906037281122,7,2,1.2342128697639958e+17,8311741127604954.0,1.2228761671189118e+17,7935500796899064.0
93,389,WD2007m303_a_2002_04_23T07_25_56_all.dat.gz,36.01581883618972,0.7100371057055597,6.88616822978256,13499.613981435428,7.477443590801506,2246,1193,6.78775,-126.295338,WD2007-303,302.736875,-30.2185,1636148068921376768,Gaia DR3 6749419923164242816,6749419923164242816,1545163397,2016.0,302.73511634606,0.0256,-30.21961609717,0.021,61.6935,0.0323,1910.6764,422.376,-340.866,0.031,-249.423,0.022,0.1324,-0.0626,0.0845,-0.1288,-0.2765,-0.0173,0.172,-0.3987,-0.1241,0.0927,306,306,306,0,0.8866,2553.4429,0.248,82.5333,31,0,1.786,,,,,,,,35,19,0.04391,36,9,0,0.03,63.819,0,0,1.035,,,,,,,,,0,304,235196.98723,90.5825,2596.49487,12.258787,35,177590.40486,192.26857,923.65802,12.214993,35,89341.43538,39.62135,2254.88086,12.370263,1.135,0.0,0.0,0.0,0.0,0,-0.15527,-0.043794,-0.111476,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,11.80618388045,-29.40384051396,298.31982927692,-9.94210639742,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6749419923164242816,0.97,6749419923164242816,15123.31,242.34,7.938682,0.020308,14926.87,241.09,7.964874,0.026893,45.337926310904656,0.8296799055769633,2.7994220921988484,13568.992781407593,8.297027611445047,9.322107474714933,1.0920262987661637,4,3,5.723905677557782e+16,4847631393163238.0,5.7413515902690856e+16,5541819688087512.0
94,391,HE2347m4608_b_2002_09_25T07_14_35_all.dat.gz,50.0179310698187,3.082651535594767,3.1455578064167486,13499.919258803822,7.454623686222234,324,264,0.910356,-157.621846,HE2347-4608,357.637,-45.859694444,1636148068921376768,Gaia DR3 6530721803358467968,6530721803358467968,1395725178,2016.0,357.63686175676,0.0306,-45.85992827674,0.0378,6.0964,0.0496,122.9349,56.08,-23.985,0.036,-50.692,0.044,-0.0513,0.0588,0.2108,0.1569,-0.2573,0.1972,-0.0083,-0.1547,-0.2374,0.0452,399,0,398,1,0.2309,482.558,0.167,2.207,31,0,1.806,,,,,,,,46,21,0.061835,52,13,0,0.041,155.547,0,0,1.007,0.279,0.243,0.243,0.364,97.404,82.736,-35.429,8.196,0,442,6129.16907,3.95321,1550.42944,16.218863,47,4741.27275,11.85144,400.05893,16.148806,48,2225.11062,10.1181,219.91377,16.379517,1.137,0.0,1.0,0.0,1.0,0,-0.230711,-0.070057,-0.160654,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,331.75654012836,-67.71150007881,335.86231299332,-40.31573308014,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,6530721803358467968,1.0,6530721803358467968,17517.48,508.84,7.449766,0.038096,18083.58,606.09,7.589079,0.04588,76.24246638305286,3.0964714655810326,5.173420757799253,11110.074924208311,8.788810259881796,26.224535313234156,4.369310703882515,7,1,1.5761499123724714e+17,1.2575184784507988e+16,1.5942009529412458e+17,1.4295830526668692e+16
95,392,WD1058m129_d_2002_04_23T04_56_27_all.dat.gz,78.71462245328584,4.450448368604093,2.338376948106052,20709.301598641545,8.655136196563005,1233,872,0.140335,169.805946,WD1058-129,165.301,-13.245055556,1636148068921376768,Gaia DR3 3564376149017654272,3564376149017654272,1503446817,2016.0,165.30100708769,0.0357,-13.24509392268,0.0316,21.4128,0.0402,533.0051,6.965,0.763,0.048,-6.923,0.045,-0.0753,-0.2034,-0.0715,0.0171,-0.1321,-0.0468,0.2594,0.0293,-0.1267,-0.216,221,0,221,0,1.4764,503.6239,0.25,12.5706,31,0,1.844,,,,,,,,25,15,0.07179,31,8,0,0.023,120.817,0,0,1.07,0.158,0.172,0.209,0.778,-91.638,19.2,-2.379,-23.135,0,263,20091.2477,14.5093,1384.71509,14.92985,28,16097.75633,36.34303,442.93927,14.821629,28,6828.85545,11.41153,598.41711,15.162025,1.141,0.0,2.0,0.0,0.0,0,-0.340397,-0.108221,-0.232176,,,,,,,,,,,,,,,,,,,,,VARIABLE,265.92157149573,41.57095813817,171.81228066448,-17.96633230024,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,3564376149017654272,1.0,3564376149017654272,24468.09,534.27,8.691953,0.024491,29321.17,927.94,8.806447,0.019333,109.77496425141274,5.707745510607431,1.929659157319314,25054.30419421472,8.411589882813049,31.0603417981269,7.23773787142572,8,8,2.529516813516365e+17,1.0907935387523924e+16,2.554320605174427e+17,1.2215062152838096e+16
96,395,HE0131p0149_b_2001_08_22T09_20_44_all.dat.gz,-19.023600814709127,2.139307008671862,4.287255798454165,13250.21377808039,7.305168822289279,33,20,1.183073,122.42109,HE0131+0149,23.618416667,2.0727777778,1636148068921376768,Gaia DR3 2558736322894795648,2558736322894795648,178531615,2016.0,23.61869425649,0.1085,2.07260158611,0.0649,20.9159,0.1402,149.1574,70.967,59.62,0.135,-38.493,0.066,0.4096,0.4168,0.1292,0.2337,0.0255,0.2252,-0.2394,-0.1608,0.321,0.2805,307,0,307,0,58.5408,7018.7754,0.731,169.4551,31,0,1.764,,,,,,,,35,15,0.190164,40,24,0,0.013,119.369,0,0,4.162,0.453,0.599,0.247,0.12,-27.057,-18.679,-25.509,6.398,0,327,25737.15608,16.57397,1552.86584,14.660966,38,18805.49398,23.37792,804.41254,14.65283,38,10393.04102,13.21599,786.39911,14.706038,1.134,0.0,1.0,0.0,0.0,0,-0.053208,-0.008136,-0.045073,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,144.17692403843,-59.01247466858,22.63156758382,-7.2432955489,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2558736322894795648,1.0,2558736322894795648,12607.08,173.14,7.734844,0.019932,12631.45,152.17,7.74893,0.024498,-5.26076222109606,2.354479360323517,5.172560661965746,12657.97920503086,8.141816266195192,13.762838593613067,3.1812273630694783,3,1,4.0772972354188024e+16,7922567333071093.0,3.851567820674598e+16,6236211837220810.0
