,filename,radial_velocity,e_radial_velocity,redchi,teff,logg,Unnamed: 0,cntr_01,dist_x,pang_x,name,ra,dec,solution_id,designation,source_id,random_index,ref_epoch,ra.1,ra_error,dec.1,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,GaiaDR3,PDA,GaiaEDR3,TeffH,e_TeffH,loggH,e_loggH,TeffHe,e_TeffHe,loggHe,e_loggHe
176,HS1648p1300_a_2001_07_26T01_11_45_all.dat.gz,-14.729349835081258,2.0417807830191457,5.335264414007376,13710.14458472364,8.031732812959959,524,410,0.681973,56.207412,HS1648+1300,252.76175,12.920194444,1636148068921376768,Gaia DR3 4449098970582483712,4449098970582483712,1495102151,2016.0,252.76191152215,0.0301,12.92029980649,0.0274,9.7821,0.0419,233.2962,44.572,39.213,0.039,21.19,0.037,0.2979,-0.1663,-0.2762,-0.2162,-0.2747,-0.1273,-0.297,-0.2499,0.0045,0.4659,432,0,431,1,0.0445,546.0408,0.148,2.7071,31,0,1.809,,,,,,,,49,22,0.065035,51,18,0,0.034,90.621,1,0,1.001,0.233,0.233,0.125,0.335,-112.796,-30.974,3.379,-38.965,0,445,8221.35392,4.63929,1772.1156,15.900008,48,6352.54474,17.92525,354.39081,15.831173,46,2954.20731,11.88432,248.58035,16.071793,1.132,0.0,0.0,0.0,0.0,0,-0.24062,-0.068835,-0.171784,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,31.31000472384,32.47708446817,249.31859815347,35.13015790516,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4449098970582483712,0.99,4449098970582483712,19387.2,559.19,7.972417,0.040219,20228.1,727.69,8.119105,0.043444
177,HS1648p1300_b_2001_07_27T01_36_07_all.dat.gz,-16.25604636727525,6.924266725050012,0.3943881633192138,13600.304460873018,8.224206339921915,527,411,0.681973,56.207412,HS1648+1300,252.76175,12.920194444,1636148068921376768,Gaia DR3 4449098970582483712,4449098970582483712,1495102151,2016.0,252.76191152215,0.0301,12.92029980649,0.0274,9.7821,0.0419,233.2962,44.572,39.213,0.039,21.19,0.037,0.2979,-0.1663,-0.2762,-0.2162,-0.2747,-0.1273,-0.297,-0.2499,0.0045,0.4659,432,0,431,1,0.0445,546.0408,0.148,2.7071,31,0,1.809,,,,,,,,49,22,0.065035,51,18,0,0.034,90.621,1,0,1.001,0.233,0.233,0.125,0.335,-112.796,-30.974,3.379,-38.965,0,445,8221.35392,4.63929,1772.1156,15.900008,48,6352.54474,17.92525,354.39081,15.831173,46,2954.20731,11.88432,248.58035,16.071793,1.132,0.0,0.0,0.0,0.0,0,-0.24062,-0.068835,-0.171784,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,31.31000472384,32.47708446817,249.31859815347,35.13015790516,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4449098970582483712,0.99,4449098970582483712,19387.2,559.19,7.972417,0.040219,20228.1,727.69,8.119105,0.043444
178,HS1705p2228_a_2002_09_04T00_31_46_all.dat.gz,-16.894755361066842,1.6949011745246256,5.740605223955857,13637.317614350952,7.896095133229166,534,413,0.922642,-135.697334,HS1705+2228,256.78320833,22.407861111,1636148068921376768,Gaia DR3 4568179481487112832,4568179481487112832,71479007,2016.0,256.78301470546,0.0105,22.40767769482,0.0162,19.876,0.0221,899.9012,57.177,-37.008,0.016,-43.585,0.021,0.1464,-0.0025,-0.0379,0.0194,-0.0526,0.0284,-0.1404,-0.027,-0.0252,0.1458,792,0,790,2,1.5214,1269.4237,0.139,9.5917,31,0,1.787,,,,,,,,90,28,0.029591,93,41,0,0.038,15.306,0,0,1.038,0.148,0.434,0.223,0.496,132.276,-80.071,-24.16,8.704,0,796,25116.65142,10.26487,2446.85596,14.687463,87,19022.72416,16.80296,1132.10535,14.640361,83,9562.13883,10.97108,871.57703,14.796508,1.138,0.0,3.0,0.0,3.0,0,-0.156147,-0.047102,-0.109045,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,43.4353850618,32.37729706946,252.59050069102,45.05138802457,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4568179481487112832,1.0,4568179481487112832,15419.34,260.56,7.926609,0.022299,15205.26,265.53,7.958107,0.030051
179,HS1705p2228_b_2002_09_21T00_20_01_all.dat.gz,-28.40775832087986,1.954584670814583,6.302718486607028,13748.17686820587,7.783208057319416,538,414,0.922642,-135.697334,HS1705+2228,256.78320833,22.407861111,1636148068921376768,Gaia DR3 4568179481487112832,4568179481487112832,71479007,2016.0,256.78301470546,0.0105,22.40767769482,0.0162,19.876,0.0221,899.9012,57.177,-37.008,0.016,-43.585,0.021,0.1464,-0.0025,-0.0379,0.0194,-0.0526,0.0284,-0.1404,-0.027,-0.0252,0.1458,792,0,790,2,1.5214,1269.4237,0.139,9.5917,31,0,1.787,,,,,,,,90,28,0.029591,93,41,0,0.038,15.306,0,0,1.038,0.148,0.434,0.223,0.496,132.276,-80.071,-24.16,8.704,0,796,25116.65142,10.26487,2446.85596,14.687463,87,19022.72416,16.80296,1132.10535,14.640361,83,9562.13883,10.97108,871.57703,14.796508,1.138,0.0,3.0,0.0,3.0,0,-0.156147,-0.047102,-0.109045,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,43.4353850618,32.37729706946,252.59050069102,45.05138802457,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4568179481487112832,1.0,4568179481487112832,15419.34,260.56,7.926609,0.022299,15205.26,265.53,7.958107,0.030051
180,HS2046p0044_a_2002_09_04T03_10_23_all.dat.gz,1.502594212582103,3.113978382870896,9.22839192168524,21560.72882781377,7.475448580621028,543,416,0.41817,50.351958,HS2046+0044,312.15958333,0.93358333333,1636148068921376768,Gaia DR3 4228449385142100480,4228449385142100480,1567017697,2016.0,312.15967278122,0.0498,0.9336574504,0.0302,4.626,0.0582,79.4387,25.734,21.474,0.066,14.181,0.047,0.1823,0.0791,-0.3509,-0.0895,0.2011,-0.1013,-0.4711,-0.2976,-0.2403,0.0334,378,0,375,3,2.6162,638.9022,0.25,6.5221,31,0,1.849,,,,,,,,43,19,0.094748,49,18,0,0.009,43.545,0,0,1.097,0.095,0.524,0.112,0.207,175.832,-6.788,52.531,26.128,0,422,7484.94229,4.65909,1606.52478,16.001896,46,5996.7286,14.11558,424.83038,15.893756,40,2558.4128,13.66276,187.25439,16.227968,1.143,0.0,3.0,0.0,3.0,0,-0.334212,-0.10814,-0.226072,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,48.17597952514,-25.34445690068,314.89661144487,18.04560322951,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,4228449385142100480,1.0,4228449385142100480,24447.07,806.09,7.345446,0.043438,28549.41,1164.0,7.446018,0.049225
181,HS2058p0823_a_2001_08_24T01_42_58_all.dat.gz,23.190885985135235,6.494528961664614,2.129206457684876,33753.91455515292,8.154571073560096,547,420,0.488344,48.976501,HS2058+0823,315.30570833,8.5859444444,1636148068921376768,Gaia DR3 1738071701601163264,1738071701601163264,472418578,2016.0,315.30581183061,0.0327,8.58603348148,0.0254,8.1383,0.0462,176.2617,26.441,20.061,0.046,17.225,0.034,0.1028,0.1229,-0.1454,0.0722,0.0751,0.0609,-0.3692,-0.2828,-0.1863,0.199,339,0,339,0,-0.3008,885.7264,0.265,19.382,31,0,1.88,,,,,,,,39,19,0.066476,41,17,0,0.112,170.73,0,0,0.987,0.375,0.326,0.068,0.429,-24.314,-15.164,-20.339,25.229,0,343,20969.37526,13.10373,1600.26001,14.883403,40,17488.8899,27.04668,646.61884,14.731637,40,6715.09736,14.94657,449.27344,15.180264,1.154,0.0,1.0,0.0,1.0,0,-0.448627,-0.151766,-0.296862,,,,,,,,,,,,,,,,,,,,,VARIABLE,57.11805438635,-23.83222774246,320.53697289209,24.43149446545,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1738071701601163264,1.0,1738071701601163264,33268.9,1302.53,7.804718,0.054979,,,,
182,HS2058p0823_b_2001_08_20T01_03_55_all.dat.gz,36.777485615199765,5.954869421228816,2.348038500951154,32208.55162502837,8.45764550634237,549,421,0.488344,48.976501,HS2058+0823,315.30570833,8.5859444444,1636148068921376768,Gaia DR3 1738071701601163264,1738071701601163264,472418578,2016.0,315.30581183061,0.0327,8.58603348148,0.0254,8.1383,0.0462,176.2617,26.441,20.061,0.046,17.225,0.034,0.1028,0.1229,-0.1454,0.0722,0.0751,0.0609,-0.3692,-0.2828,-0.1863,0.199,339,0,339,0,-0.3008,885.7264,0.265,19.382,31,0,1.88,,,,,,,,39,19,0.066476,41,17,0,0.112,170.73,0,0,0.987,0.375,0.326,0.068,0.429,-24.314,-15.164,-20.339,25.229,0,343,20969.37526,13.10373,1600.26001,14.883403,40,17488.8899,27.04668,646.61884,14.731637,40,6715.09736,14.94657,449.27344,15.180264,1.154,0.0,1.0,0.0,1.0,0,-0.448627,-0.151766,-0.296862,,,,,,,,,,,,,,,,,,,,,VARIABLE,57.11805438635,-23.83222774246,320.53697289209,24.43149446545,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1738071701601163264,1.0,1738071701601163264,33268.9,1302.53,7.804718,0.054979,,,,
183,HS2059p0208_a_2002_09_04T03_24_41_all.dat.gz,15.729660228252044,2.9808116711442736,7.6926577158587905,12500.04241750854,8.086007616525453,551,422,0.598521,46.957832,HS2059+0208,315.449,2.341,1636148068921376768,Gaia DR3 1730310347805122816,1730310347805122816,1657292061,2016.0,315.44912160977,0.0535,2.3411134756,0.0297,7.327,0.0618,118.4829,34.484,24.036,0.068,24.728,0.049,-0.0727,0.031,-0.3315,0.1035,0.1385,0.0935,-0.1586,-0.1172,-0.1871,0.0981,373,0,366,7,1.2512,456.5188,0.143,1.3512,31,0,1.804,,,,,,,,43,16,0.09656,47,16,0,0.051,0.531,1,0,1.046,0.374,0.505,0.369,0.596,11.96,1.94,9.177,18.524,0,392,4469.73563,3.31389,1348.7887,16.561663,40,3400.23186,14.89582,228.2675,16.509771,41,1640.73254,10.28068,159.59372,16.7103,1.128,0.0,2.0,0.0,1.0,0,-0.200529,-0.051891,-0.148638,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,51.43640610853,-27.40889054718,318.63965013682,18.43945809606,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1730310347805122816,1.0,1730310347805122816,17066.3,614.47,7.847835,0.056365,17371.32,809.1,7.958184,0.081399
184,HS2059p0208_b_2002_09_22T00_37_50_all.dat.gz,36.05064636895408,3.369123217554634,7.093345122408977,11756.307762942595,8.52954081217738,552,423,0.598521,46.957832,HS2059+0208,315.449,2.341,1636148068921376768,Gaia DR3 1730310347805122816,1730310347805122816,1657292061,2016.0,315.44912160977,0.0535,2.3411134756,0.0297,7.327,0.0618,118.4829,34.484,24.036,0.068,24.728,0.049,-0.0727,0.031,-0.3315,0.1035,0.1385,0.0935,-0.1586,-0.1172,-0.1871,0.0981,373,0,366,7,1.2512,456.5188,0.143,1.3512,31,0,1.804,,,,,,,,43,16,0.09656,47,16,0,0.051,0.531,1,0,1.046,0.374,0.505,0.369,0.596,11.96,1.94,9.177,18.524,0,392,4469.73563,3.31389,1348.7887,16.561663,40,3400.23186,14.89582,228.2675,16.509771,41,1640.73254,10.28068,159.59372,16.7103,1.128,0.0,2.0,0.0,1.0,0,-0.200529,-0.051891,-0.148638,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,51.43640610853,-27.40889054718,318.63965013682,18.43945809606,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1730310347805122816,1.0,1730310347805122816,17066.3,614.47,7.847835,0.056365,17371.32,809.1,7.958184,0.081399
185,HS2138p0910_a_2001_08_24T02_40_54_all.dat.gz,-24.576827622468628,0.9617982839146588,5.705788159207185,8718.64505791805,8.110510129911399,565,431,1.814956,165.483394,HS2138+0910,325.262625,9.3959444444,1636148068921376768,Gaia DR3 1741417790361772160,1741417790361772160,697745954,2016.0,325.26275308995,0.0353,9.39545638512,0.0319,18.9845,0.0403,471.414,117.452,32.899,0.042,-112.751,0.039,0.2016,0.4473,-0.3018,-0.2446,0.0266,-0.1995,-0.6759,-0.2709,-0.0866,0.1636,302,0,302,0,0.7893,336.231,0.0,0.0,31,0,1.704,,,,,,,,35,16,0.066148,36,22,0,0.02,127.567,1,0,1.031,0.412,0.297,0.092,0.706,-31.004,-0.165,33.99,19.532,0,307,8879.48745,7.13568,1244.37769,15.816397,34,5970.31399,11.01327,542.10162,15.898549,35,4244.86546,13.02228,325.96945,15.678236,1.15,0.0,1.0,0.0,1.0,0,0.220313,0.082152,0.138161,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,64.55877259898,-31.17603948723,330.92229903107,21.92515031471,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1741417790361772160,0.99,1741417790361772160,9268.22,91.59,7.833203,0.028257,9101.41,92.89,7.781098,0.02188
186,HS2148p1631_a_2002_09_23T02_12_59_all.dat.gz,25.159106704381426,2.363129455114517,6.350018527311536,13499.886030494225,7.785911054157311,567,433,1.564921,119.537787,HS2148+1631,327.81070833,16.756583333,1636148068921376768,Gaia DR3 1772852278044283904,1772852278044283904,84557356,2016.0,327.8111033034,0.1032,16.75636902652,0.0905,8.8515,0.1202,73.6261,103.747,90.989,0.127,-49.845,0.111,-0.0077,0.2339,-0.0419,-0.2045,-0.1039,-0.1612,-0.573,0.0715,-0.0696,-0.072,306,0,304,2,47.2499,4273.1235,0.89,76.5678,31,0,1.79,,,,,,,,35,16,0.177365,38,23,0,0.017,171.73,0,0,3.459,0.323,0.337,0.242,0.768,-14.478,11.875,19.854,19.129,0,317,7565.77934,6.07262,1245.88306,15.990232,34,5718.30966,18.90675,302.44809,15.945373,33,2876.69011,11.18356,257.22488,16.100662,1.136,0.0,4.0,0.0,3.0,0,-0.15529,-0.04486,-0.11043,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,72.75506033447,-28.07487659511,336.4426285816,27.86667701859,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1772852278044283904,1.0,1772852278044283904,15635.6,408.53,7.633192,0.043132,15809.4,448.47,7.72673,0.055782
187,HS2148p1631_b_2002_09_24T01_19_57_all.dat.gz,17.247014058349407,2.497703522077045,4.201818698069189,13302.29777429984,7.746541872275531,569,434,1.564921,119.537787,HS2148+1631,327.81070833,16.756583333,1636148068921376768,Gaia DR3 1772852278044283904,1772852278044283904,84557356,2016.0,327.8111033034,0.1032,16.75636902652,0.0905,8.8515,0.1202,73.6261,103.747,90.989,0.127,-49.845,0.111,-0.0077,0.2339,-0.0419,-0.2045,-0.1039,-0.1612,-0.573,0.0715,-0.0696,-0.072,306,0,304,2,47.2499,4273.1235,0.89,76.5678,31,0,1.79,,,,,,,,35,16,0.177365,38,23,0,0.017,171.73,0,0,3.459,0.323,0.337,0.242,0.768,-14.478,11.875,19.854,19.129,0,317,7565.77934,6.07262,1245.88306,15.990232,34,5718.30966,18.90675,302.44809,15.945373,33,2876.69011,11.18356,257.22488,16.100662,1.136,0.0,4.0,0.0,3.0,0,-0.15529,-0.04486,-0.11043,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,72.75506033447,-28.07487659511,336.4426285816,27.86667701859,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1772852278044283904,1.0,1772852278044283904,15635.6,408.53,7.633192,0.043132,15809.4,448.47,7.72673,0.055782
188,HS2216p1551_a_2002_09_25T00_30_09_all.dat.gz,3.713179266614025,2.634205484393178,5.068890731660193,13576.341750444017,8.589188240438606,573,437,0.606502,142.276783,HS2216+1551,334.73816667,16.115944444,1636148068921376768,Gaia DR3 2735823425146356224,2735823425146356224,1208587715,2016.0,334.7382739662,0.0445,16.11581118601,0.0448,7.6632,0.0615,124.5887,37.842,23.7,0.052,-29.502,0.052,-0.1073,0.2644,0.0701,-0.2986,-0.3264,-0.0904,0.1967,-0.3168,-0.4533,0.1131,169,0,169,0,1.1424,223.34,0.15,1.6114,31,0,1.793,,,,,,,,20,12,0.080852,22,6,0,0.028,45.027,0,0,1.062,0.256,0.021,0.172,0.809,-104.541,-40.566,-53.4,24.011,0,186,7778.51698,8.04443,966.94391,15.960125,20,5915.00321,18.20842,324.84982,15.908655,18,2959.94163,20.67665,143.15379,16.069687,1.141,0.0,1.0,0.0,1.0,0,-0.161032,-0.05147,-0.109562,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,77.86437945315,-33.0980306975,342.99337108223,24.69302058274,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2735823425146356224,1.0,2735823425146356224,15623.23,526.24,7.435446,0.045082,15643.3,555.59,7.517839,0.056409
189,HS2216p1551_b_2002_09_26T02_51_00_all.dat.gz,26.748400460648025,2.714593884561604,6.301326876592013,13266.585612510666,8.499962445268633,574,438,0.606502,142.276783,HS2216+1551,334.73816667,16.115944444,1636148068921376768,Gaia DR3 2735823425146356224,2735823425146356224,1208587715,2016.0,334.7382739662,0.0445,16.11581118601,0.0448,7.6632,0.0615,124.5887,37.842,23.7,0.052,-29.502,0.052,-0.1073,0.2644,0.0701,-0.2986,-0.3264,-0.0904,0.1967,-0.3168,-0.4533,0.1131,169,0,169,0,1.1424,223.34,0.15,1.6114,31,0,1.793,,,,,,,,20,12,0.080852,22,6,0,0.028,45.027,0,0,1.062,0.256,0.021,0.172,0.809,-104.541,-40.566,-53.4,24.011,0,186,7778.51698,8.04443,966.94391,15.960125,20,5915.00321,18.20842,324.84982,15.908655,18,2959.94163,20.67665,143.15379,16.069687,1.141,0.0,1.0,0.0,1.0,0,-0.161032,-0.05147,-0.109562,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,77.86437945315,-33.0980306975,342.99337108223,24.69302058274,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,2735823425146356224,1.0,2735823425146356224,15623.23,526.24,7.435446,0.045082,15643.3,555.59,7.517839,0.056409
190,HS2220p2146B_a_2002_09_25T01_46_57_all.dat.gz,35.72563649858627,3.252629853274062,4.614571278436145,14450.749014326791,8.624216974524325,581,441,1.261881,143.551942,HS2220+2146B,335.757125,22.023694444,1636148068921376768,Gaia DR3 1874954645786146304,1874954645786146304,566510112,2016.0,335.75734963462,0.0474,22.02341248511,0.0512,14.1971,0.0603,235.6214,80.584,51.067,0.056,-62.337,0.06,0.0501,0.3403,0.056,-0.2535,-0.3975,-0.26,-0.1657,0.1197,-0.1027,0.2083,171,0,171,0,0.5018,194.0444,0.142,1.2987,31,0,1.761,,,,,,,,21,13,0.090849,23,8,0,0.043,154.344,0,0,1.026,0.436,0.149,0.296,0.718,-94.972,-48.432,-49.256,26.573,0,176,6753.26895,8.81652,765.97906,16.113583,22,4925.27807,16.57891,297.08093,16.107466,22,2688.7153,8.5657,313.89316,16.174034,1.127,0.0,0.0,0.0,0.0,0,-0.066568,-0.006117,-0.060452,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,83.11823397065,-29.14607507351,346.6836746412,29.69958663907,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1874954645786146304,0.99,1874954645786146304,13711.23,275.75,8.24494,0.023961,13296.21,230.44,8.205447,0.031944
191,HS2220p2146B_b_2002_09_26T03_04_36_all.dat.gz,38.47163542940258,3.289458453364912,5.490552457706787,13821.517685595976,8.75366958287003,584,442,1.261881,143.551942,HS2220+2146B,335.757125,22.023694444,1636148068921376768,Gaia DR3 1874954645786146304,1874954645786146304,566510112,2016.0,335.75734963462,0.0474,22.02341248511,0.0512,14.1971,0.0603,235.6214,80.584,51.067,0.056,-62.337,0.06,0.0501,0.3403,0.056,-0.2535,-0.3975,-0.26,-0.1657,0.1197,-0.1027,0.2083,171,0,171,0,0.5018,194.0444,0.142,1.2987,31,0,1.761,,,,,,,,21,13,0.090849,23,8,0,0.043,154.344,0,0,1.026,0.436,0.149,0.296,0.718,-94.972,-48.432,-49.256,26.573,0,176,6753.26895,8.81652,765.97906,16.113583,22,4925.27807,16.57891,297.08093,16.107466,22,2688.7153,8.5657,313.89316,16.174034,1.127,0.0,0.0,0.0,0.0,0,-0.066568,-0.006117,-0.060452,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,83.11823397065,-29.14607507351,346.6836746412,29.69958663907,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1874954645786146304,0.99,1874954645786146304,13711.23,275.75,8.24494,0.023961,13296.21,230.44,8.205447,0.031944
192,HS2225p2158_a_2002_09_25T02_14_44_all.dat.gz,13.27334331511963,2.554815443703212,4.932293681654518,14499.548553464789,8.891919987677653,587,443,1.202984,-130.30039,HS2225+2158,337.04779167,22.237583333,1636148068921376768,Gaia DR3 1874832084599745920,1874832084599745920,1746200597,2016.0,337.04751633857,0.0336,22.23736719841,0.0393,7.8878,0.0458,172.2659,75.95,-58.276,0.05,-48.706,0.044,0.2676,0.0859,-0.016,-0.2805,-0.1321,-0.3004,-0.2015,0.1286,-0.1292,0.0315,258,0,258,0,1.4709,441.1003,0.2,4.5433,31,0,1.848,,,,,,,,30,15,0.071485,38,11,0,0.05,78.276,0,0,1.065,0.132,0.237,0.203,0.752,164.405,-56.027,-13.747,23.798,0,306,9401.05926,6.48918,1448.72791,15.754425,38,7555.90341,16.91194,446.7793,15.642826,37,3152.86077,9.44615,333.77213,16.001133,1.139,0.0,0.0,0.0,0.0,0,-0.358307,-0.111599,-0.246708,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,84.35763092779,-29.70170712423,348.0340916793,29.39310670943,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1874832084599745920,1.0,1874832084599745920,26170.88,669.03,7.955041,0.042559,31682.05,1047.9,8.098488,0.03956
193,HS2225p2158_b_2002_09_26T03_19_42_all.dat.gz,23.74921822330994,2.5178788297256567,3.312357723699038,15914.230775691489,8.694934461102083,589,444,1.202984,-130.30039,HS2225+2158,337.04779167,22.237583333,1636148068921376768,Gaia DR3 1874832084599745920,1874832084599745920,1746200597,2016.0,337.04751633857,0.0336,22.23736719841,0.0393,7.8878,0.0458,172.2659,75.95,-58.276,0.05,-48.706,0.044,0.2676,0.0859,-0.016,-0.2805,-0.1321,-0.3004,-0.2015,0.1286,-0.1292,0.0315,258,0,258,0,1.4709,441.1003,0.2,4.5433,31,0,1.848,,,,,,,,30,15,0.071485,38,11,0,0.05,78.276,0,0,1.065,0.132,0.237,0.203,0.752,164.405,-56.027,-13.747,23.798,0,306,9401.05926,6.48918,1448.72791,15.754425,38,7555.90341,16.91194,446.7793,15.642826,37,3152.86077,9.44615,333.77213,16.001133,1.139,0.0,0.0,0.0,0.0,0,-0.358307,-0.111599,-0.246708,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,84.35763092779,-29.70170712423,348.0340916793,29.39310670943,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,5e-05,,,,,,,,,,,,,,,,,,,,,,,1874832084599745920,1.0,1874832084599745920,26170.88,669.03,7.955041,0.042559,31682.05,1047.9,8.098488,0.03956
