,Name,GaiaDR2,SPYTeff,SPYlogg,Rem,solution_id,DESIGNATION,SOURCE_ID,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot
43,HE0222-2630,5118634309888681600,23198,7.91,,1636148068921376768,Gaia DR3 5118634309888681600,5118634309888681600,1334568518,2016.0,36.15066136694002,0.028229715,-26.281050306048595,0.02949788,9.25744728973429,0.039273735,235.71599,45.509045,35.57889540179849,0.035955325,28.37631713337921,0.039007053,-0.02895736,0.09020068,-0.23918606,0.051520735,-0.05016484,0.041262187,-0.24140482,0.0943069,0.04409271,-0.017030193,350,0,349,1,-0.16433442,503.6493,0.1852422,4.512376,31,False,1.8359987,,,,,,,,40,20,0.05468214,40,20,0,0.012628943,7.5676928,0,0,0.99277455,0.14467417,0.055171218,0.12177725,0.29449287,-102.65357,78.60895,-1.8114477,29.339466,False,348,10004.41584818851,6.8279643,1465.212,15.686888,39,8034.453216114285,20.957802,383.36334,15.576152,37,3443.762224592123,10.793124,319.07,15.905313,1.1473149,0,5,0,3,0,-0.3291607,-0.11073589,-0.2184248,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,215.92421241671047,-69.20555009830078,23.12329872931974,-38.07084707518524,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
45,HE0245-0008,2498564582697028864,18813,7.98,,1636148068921376768,Gaia DR3 2498564582697028864,2498564582697028864,969554758,2016.0,41.94356840532092,0.045997888,0.058576937436108645,0.042743497,8.063737281385052,0.053836204,149.78279,136.91855,130.35928895455444,0.06057943,-41.870581431324844,0.05542585,0.07811223,0.20131895,-0.070554264,0.08814461,-0.24940541,0.012616593,-0.11842347,0.1705219,0.16772208,0.19816029,254,0,251,3,-0.16572155,281.7893,0.16265312,1.4617221,31,False,1.8031192,,,,,,,,29,16,0.08898949,30,12,0,0.024994653,126.25962,0,0,0.9911867,0.22520937,0.14838663,0.32604614,0.8541886,-86.5873,-17.515177,-49.58405,28.24197,False,256,4903.214787005067,4.3741474,1120.9532,16.461164,27,3712.7630603907573,14.903015,249.12831,16.414299,27,1802.0369101348485,9.1989975,195.89493,16.608486,1.1247314,0,3,0,1,0,-0.19418716,-0.046865463,-0.1473217,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,173.52373087504782,-51.01406786121123,39.52321122905345,-15.363115856229006,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
46,HE0246-5449,4740913887782857216,15949,7.83,,1636148068921376768,Gaia DR3 4740913887782857216,4740913887782857216,819294634,2016.0,42.02960416259019,0.036640257,-54.61230100786692,0.04083755,8.968230754787452,0.042062644,213.21129,38.11841,33.02398752325061,0.04751191,19.037573463834462,0.05626924,-0.18201868,0.14980018,0.19140112,-0.25610706,-0.13552548,-0.23325762,0.21867312,0.10428102,-0.2348835,-0.11167482,376,9,371,5,1.4978093,461.49243,0.18441159,2.2318058,31,False,1.7838141,,,,,,,,43,26,0.08115617,62,15,0,0.017338926,71.13139,0,0,1.054941,,,,,,,,,False,515,5063.148762073871,3.5930183,1409.1631,16.426315,59,3795.7451028349537,10.629301,357.10205,16.390299,56,1911.3885773052261,6.5429845,292.12793,16.544523,1.1271906,0,3,0,1,0,-0.1542244,-0.036016464,-0.11820793,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,273.23882430049935,-55.26284734900517,4.1799644544911185,-64.44948921659378,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5460958e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
48,HE0255-1100,5160899536860481664,20827,7.84,,1636148068921376768,Gaia DR3 5160899536860481664,5160899536860481664,1577898601,2016.0,44.59064670998708,0.05868983,-10.807485407572157,0.057179485,6.945272421776082,0.070905894,97.95057,35.307907,-17.758515369880076,0.068279706,-30.516935310592213,0.07147548,-0.14771718,0.35076416,-0.16043146,0.17167786,-0.30289394,0.14586815,-0.11074993,0.03633139,0.05957172,0.09672754,152,0,152,0,0.7230183,193.41762,0.17358668,1.3943131,31,False,1.8235848,,,,,,,,18,13,0.101874195,18,8,0,0.016769893,133.49571,0,0,1.0401639,0.37080193,0.03375113,0.22653076,0.798676,-96.22151,30.075216,-58.86489,26.361465,False,147,4963.887505837015,8.130412,610.5333,16.447811,14,3903.0624427860703,16.928108,230.56696,16.36003,13,1743.3123825600662,8.201909,212.54959,16.644457,1.1374905,0,1,0,0,0,-0.28442764,-0.087781906,-0.19664574,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,190.42432336526886,-55.99945706293553,38.584185900210976,-26.508957264285815,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5612565e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
50,HE0256-1802,5152564272353619072,26212,7.76,,1636148068921376768,Gaia DR3 5152564272353619072,5152564272353619072,661858312,2016.0,44.7480526824858,0.049518336,-17.839257710855055,0.05320684,5.191180318724796,0.06568763,79.02829,77.73777,-46.835534755176944,0.066260144,-62.04509265815268,0.06590161,0.07891938,0.1742544,-0.09283155,-0.01117208,-0.005542117,-0.0072470894,-0.16969267,-0.10171292,0.0019738923,0.045418903,245,0,244,1,1.725861,346.17343,0.2915537,4.144996,31,False,1.8396392,,,,,,,,28,17,0.093888156,29,17,0,0.023871351,178.4065,3,0,1.0785381,0.044684753,0.107274994,0.11052373,0.65766865,12.840598,-64.77263,-3.8225815,27.131195,False,240,4654.997016803769,3.906596,1191.5737,16.517569,27,3756.26910577173,18.227234,206.08005,16.401651,25,1573.6915891993776,13.25361,118.73683,16.755596,1.1449977,0,6,0,3,0,-0.35394478,-0.115917206,-0.23802757,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,202.13443755306085,-59.20731430169886,36.09961229678308,-33.204970043719385,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
52,HE0257-2104,5079634765595460736,17362,7.69,,1636148068921376768,Gaia DR3 5079634765595460736,5079634765595460736,1271784932,2016.0,44.96913298281821,0.046105687,-20.88086406375261,0.04578418,8.084201214491818,0.059081767,136.83072,91.02391,-68.79578792695489,0.06688614,-59.602779651006806,0.058309592,-0.15418468,0.04378896,-0.1156261,0.2518641,-0.21247356,0.27888423,0.0096966345,-0.10828271,-0.010032137,-0.24857596,273,0,270,3,1.6497202,364.38666,0.26109415,4.22202,31,False,1.8064574,,,,,,,,31,18,0.09948471,31,15,0,0.05557065,132.86542,0,0,1.0712211,0.08292674,0.20120458,0.14326948,0.64552796,-160.36113,36.199207,6.800422,30.436478,False,270,5716.298626970137,4.828054,1183.9757,16.29458,26,4373.459126550863,13.193655,331.482,16.236479,28,2125.369610671916,15.821187,134.33693,16.42931,1.1368946,0,2,0,6,0,-0.19283104,-0.058101654,-0.13472939,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,207.90877972860574,-60.09613185206363,35.069298766150034,-36.133654787666,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
54,HE0300-2313,5078074837769743744,22369,8.39,,1636148068921376768,Gaia DR3 5078074837769743744,5078074837769743744,279669825,2016.0,45.65278918366124,0.03071728,-23.030935009664923,0.03675664,12.638249644686686,0.051559694,245.11879,17.489298,15.269474066650872,0.04623812,-8.527528004629836,0.046097398,0.16169035,-0.1301696,0.54844534,0.124212064,-0.101798944,0.18544424,0.29880896,-0.10641948,-0.077728644,0.0200822,501,0,499,2,6.58624,1048.088,0.30466327,12.640424,31,False,1.8261212,,,,,,,,57,18,0.06835852,58,13,0,0.09130951,170.38841,0,0,1.2159715,0.40807128,0.31561136,0.34890726,0.5271459,91.18764,-88.693825,-8.724646,22.920551,False,492,10277.464095172443,6.8022676,1510.888,15.657652,49,8188.971941560037,15.140759,540.8561,15.555469,50,3539.392994573186,11.10087,318.83923,15.875573,1.141173,0,6,0,9,0,-0.3201046,-0.10218334,-0.21792126,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,212.4062941754749,-60.10174608832647,34.8655295724545,-38.369383430479886,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5446005e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
56,HE0303-2041,5103714555575829888,9959,7.87,,1636148068921376768,Gaia DR3 5103714555575829888,5103714555575829888,923606231,2016.0,46.52082177602691,0.030485079,-20.492605725476466,0.034946185,16.710690023724172,0.04347186,384.40247,76.21576,-0.4969720851071511,0.043194547,-76.2141354058704,0.04615376,0.089287594,0.1718368,0.039846353,0.32521343,-0.14494984,0.31695646,0.29756403,-0.06108677,0.052486956,-0.0031481737,381,0,378,3,0.60128623,410.26764,0.021679755,0.03868603,31,False,1.7142136,,,,,,,,44,19,0.06606916,44,16,0,0.020735027,104.24231,0,0,1.0211952,0.17206149,0.06644907,0.19561715,0.64268184,26.624641,69.53681,23.763388,29.363775,False,377,6252.377053183664,4.590388,1362.0586,16.197254,39,4317.471098660487,25.520348,169.1776,16.25047,39,2873.846056789738,11.540585,249.02084,16.101736,1.1501733,0,25,0,24,0,0.14873314,0.053215027,0.09551811,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,208.09478980288537,-58.596464911938455,36.92397149848494,-36.26844315995845,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
58,HE0305-1145,5159714332045197568,26822,7.81,,1636148068921376768,Gaia DR3 5159714332045197568,5159714332045197568,718168673,2016.0,47.043119712514034,0.045656588,-11.563220920646868,0.050464887,6.335439925137101,0.06481575,97.74538,62.656685,58.75213771936314,0.05174312,-21.772604734131555,0.059354246,-0.17368816,0.33444557,-0.04273217,0.16685997,-0.5286327,-0.051566716,-0.39138907,0.11521754,0.44068262,0.13129443,208,0,207,1,-0.19089514,294.85883,0.23069851,4.226399,31,False,1.8573872,,,,,,,,24,13,0.09114377,26,14,0,0.053526126,151.28847,0,0,0.9888732,0.39332694,0.035018418,0.3085161,0.74644434,-99.64446,-4.788597,-50.757973,29.181913,False,224,7585.834402038382,7.9377184,955.6694,15.987358,22,6175.186674403513,18.755726,329.24274,15.861917,23,2556.725100541975,13.504283,189.32698,16.228685,1.1510812,0,22,0,23,0,-0.36676884,-0.12544155,-0.24132729,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,193.78108550625063,-54.35995111245877,40.89042083659757,-27.977172149680566,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
61,HE0308-2305,5075443981321647744,23565,8.54,,1636148068921376768,Gaia DR3 5075443981321647744,5075443981321647744,375672877,2016.0,47.77964627874111,0.026931696,-22.90163026063927,0.030825233,17.93930932970994,0.03836613,467.58194,41.306286,-16.716419977646677,0.039633222,-37.77261451168941,0.040137,0.15510409,0.07346569,0.22546384,0.23335345,-0.2503605,0.25049102,0.19866116,0.0030841506,-0.05511659,0.09019969,372,0,370,2,3.7004538,831.3832,0.2577394,14.261181,31,False,1.83362,,,,,,,,43,21,0.05934689,43,15,0,0.056647968,154.1955,0,0,1.1390864,0.10487317,0.11518029,0.12932377,0.51143825,70.252884,-74.62989,-4.910435,27.78974,False,363,16669.703491818713,9.74784,1710.092,15.132547,42,13426.99335347864,20.691889,648.9013,15.018596,39,5717.945892673304,12.303092,464.7568,15.354795,1.1484871,0,2,0,4,0,-0.33619976,-0.11395168,-0.22224808,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,213.1412530133891,-58.1757476928566,37.27306795891866,-38.93202859775304,False,False,0,True,False,False,True,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
63,HE0317-2120,5100053078775660160,9638,7.83,,1636148068921376768,Gaia DR3 5100053078775660160,5100053078775660160,1560249629,2016.0,49.86355363137096,0.029125797,-21.153758734079823,0.030334387,20.324694142669372,0.043631252,465.8288,57.159485,48.15234944767201,0.047948677,-30.79866454400838,0.044310644,-0.09792686,0.050815336,0.0625058,0.050897926,-0.019980136,0.028844405,0.17117305,-0.34767327,0.31514764,-0.3921918,271,0,266,5,1.2279801,311.4176,0.08426536,0.80799973,31,True,1.7093214,,,,,,,,32,17,0.07663463,32,12,0,0.03375138,113.897064,0,0,1.0529263,0.11660088,0.13550326,0.2766528,0.5748825,49.45193,47.19604,16.069334,26.77997,False,265,9693.542434640969,9.982421,971.0613,15.721161,28,6588.1111727175185,19.305258,341.25995,15.79164,27,4495.715021423595,13.248373,339.3409,15.615898,1.1434237,0,3,0,0,0,0.17574215,0.07047939,0.10526276,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,211.05078340777087,-55.83226382092595,40.34332727740187,-37.93061602752858,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
65,HE0320-1917,5104856776357892480,13248,7.17,,1636148068921376768,Gaia DR3 5104856776357892480,5104856776357892480,27804134,2016.0,50.633187997156114,0.026170244,-19.113362850313166,0.031277355,8.709569714970183,0.04010404,217.17436,29.513058,29.500434512418916,0.03732197,0.863098826348269,0.04205431,0.045763936,0.09996289,-0.098754026,0.15783493,-0.027287,0.09577982,0.25077975,-0.020812156,0.06985904,-0.14506115,373,0,373,0,1.551031,454.11365,0.118589774,1.4875731,31,False,1.7479957,,,,,,,,43,18,0.060497638,43,19,0,0.018368596,131.89311,0,0,1.0567904,0.12544651,0.13074335,0.26800144,0.6761653,71.23518,-88.93825,4.256376,24.682772,False,361,8162.056805451231,6.080573,1342.317,15.907867,40,5878.123432364743,13.975225,420.6103,15.915445,41,3400.4153202475172,9.697971,350.63162,15.919065,1.1367893,0,2,0,4,0,-0.0036201477,0.007577896,-0.011198044,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,208.07890679781764,-54.48903291226344,42.01742824622415,-36.227135162696946,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5695868e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
67,HE0324-0646,5168944835239726080,15740,7.87,,1636148068921376768,Gaia DR3 5168944835239726080,5168944835239726080,1768568134,2016.0,51.6668648174303,0.03548452,-6.601786681843024,0.032994647,13.316846351181065,0.042826664,310.94754,89.29758,52.97242841442039,0.04723741,-71.88866115851243,0.043883543,-0.055600025,0.17386611,-0.106501214,0.077109456,-0.3013482,0.040511284,0.13667314,0.17539957,-0.117165536,-0.009417228,222,0,220,2,0.35733992,271.74673,0.124241434,1.5907485,31,False,1.7888885,,,,,,,,25,15,0.065740705,25,8,0,0.07461381,156.04514,3,0,1.015723,0.31971592,0.13584256,0.2378361,0.78725237,-88.79716,8.491159,-48.091747,27.630295,False,216,9319.266089330185,7.79091,1196.1718,15.763912,23,7009.520178960622,15.923304,440.20514,15.724321,20,3551.5693097654726,9.343751,380.101,15.871844,1.1332533,0,0,0,0,0,-0.14752293,-0.039590836,-0.10793209,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,191.0010834124952,-47.84693086835363,47.364198832356514,-24.546754716749756,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
69,HE0324-2234,5098930339964725248,16905,7.84,,1636148068921376768,Gaia DR3 5098930339964725248,5098930339964725248,1025452926,2016.0,51.611963154719035,0.03620883,-22.403685821675996,0.036943126,8.570772202696395,0.056405094,151.95033,61.313072,17.539590480264046,0.052399393,58.7507925987571,0.05527897,-0.3058253,0.20794466,-0.16758525,0.06367812,-0.20787227,0.08352019,-0.1345911,-0.09608901,0.017219571,-0.012844607,411,9,408,3,1.5113091,509.49118,0.14742951,1.4300405,31,False,1.7917873,,,,,,,,48,21,0.07683262,48,15,0,0.012386824,35.46892,0,0,1.0528616,,,,,,,,,False,404,4734.659622338224,3.8948708,1215.614,16.499146,44,3610.4862447467913,12.340156,292.5803,16.444628,41,1764.6920968899983,8.114152,217.48325,16.631224,1.135283,0,42,0,41,0,-0.18659592,-0.054517746,-0.13207817,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,213.96533487807872,-54.63345569205308,41.796840481733746,-39.63789807006554,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
71,HE0325-4033,4849811172961336960,16737,7.7,,1636148068921376768,Gaia DR3 4849811172961336960,4849811172961336960,795638744,2016.0,51.93316919590722,0.028296096,-40.39092453013248,0.03379588,9.528404156971902,0.039189063,243.13937,50.46794,14.735521725568946,0.035020437,-48.268806335024415,0.05073226,-0.034467027,0.027383592,0.050712775,0.07322005,-0.11638006,0.041120596,-0.02326507,0.1592194,-0.16445494,-0.009409113,432,0,429,3,2.9397564,560.7978,0.17760664,2.8107483,31,False,1.7511551,,,,,,,,49,28,0.070327386,52,16,0,0.030846851,148.7022,0,0,1.1018195,0.22978528,0.15727566,0.009780376,0.10785553,-81.14667,78.58478,-19.833143,28.533308,False,438,5931.137378007397,4.276944,1386.7699,16.254522,43,4260.38721859265,9.409666,452.7671,16.26492,44,2482.527293817164,9.938252,249.79515,16.26066,1.136867,0,1,0,3,0,0.0042591095,0.010396957,-0.006137848,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,245.53795407624497,-55.2570974833013,31.907582083202914,-56.41316500059912,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.544582e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
73,HE0330-4736,4833967725801565696,13437,7.95,,1636148068921376768,Gaia DR3 4833967725801565696,4833967725801565696,56107661,2016.0,53.016207039027755,0.025612306,-47.43211776153497,0.028717456,13.980867561335263,0.030578353,457.21454,63.629032,-28.56512793829834,0.033186685,56.85672530506248,0.03894402,-0.041403517,0.053125367,-0.055537432,-0.10126873,-0.14347316,-0.08954592,-0.14851995,0.037795503,-0.037800692,-0.121086664,390,0,388,2,1.6575077,485.79364,0.1259289,1.8631805,31,False,1.7635885,,,,,,,,45,28,0.054931387,51,18,0,0.015763156,159.58328,0,0,1.0595946,0.18124653,0.12919056,0.06864768,0.14696246,-65.17252,74.384605,-10.173076,40.75706,False,397,7859.948054922159,6.408121,1226.5604,15.948817,41,5714.919411296324,11.044482,517.4457,15.946017,43,3124.152263038893,7.8325725,398.8667,16.011065,1.1245712,0,2,0,1,0,-0.065047264,-0.0027999878,-0.062247276,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,256.8255096073274,-52.745421694197695,26.49105639225176,-62.95476626763898,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
75,HE0333-2201,5088334621288740992,16046,8.19,,1636148068921376768,Gaia DR3 5088334621288740992,5088334621288740992,944757852,2016.0,54.01126523672186,0.020897442,-21.856260643561342,0.02059707,16.898971964404375,0.030016353,562.9922,81.62273,-62.41374231542146,0.029366892,-52.6003246860222,0.02260196,-0.25404826,0.13010827,-0.17802174,0.3039173,-0.046305243,0.293358,0.30644438,0.040260006,-0.086271144,-0.47968337,714,0,712,2,0.40293407,936.89307,0.12229658,3.5598607,31,False,1.7922322,,,,,,,,82,23,0.045279816,85,20,0,0.025505953,171.80594,0,0,1.0102614,0.2904716,0.449357,0.3072335,0.65329826,-156.43982,35.087605,-28.875837,29.156736,False,726,12199.2458233016,5.6006994,2178.1648,15.471535,76,9215.561566611976,12.262163,751.5445,15.4272375,73,4586.728994070481,7.0345526,652.0285,15.594138,1.1314052,0,5,0,3,0,-0.16690063,-0.04429722,-0.12260342,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,214.11956378776938,-52.34635504459903,44.76435129409649,-39.81265538429844,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
77,HE0336-0741,3243842361760113408,15854,7.77,,1636148068921376768,Gaia DR3 3243842361760113408,3243842361760113408,1610295172,2016.0,54.61220749424897,0.048090313,-7.532485473160526,0.04254194,9.39286714046419,0.062089402,151.27972,124.97282,78.89061674455598,0.06021258,-96.92510705104851,0.051992055,-0.060543004,0.23306605,0.0034998169,0.06567928,-0.37990057,0.044992056,0.20657898,0.1376731,-0.14617038,0.0352195,273,0,271,2,0.27299082,304.5355,0.11963605,0.73587507,31,False,1.7800124,,,,,,,,32,18,0.08363537,32,10,0,0.048244253,125.23864,0,0,1.0106012,0.29151034,0.19405203,0.15213576,0.68277097,-58.686512,-1.011749,-50.938366,26.368174,False,270,4765.4139856940865,4.5666904,1043.5159,16.492115,27,3536.87870603619,18.334572,192.90762,16.466991,27,1819.3555999606647,9.469225,192.13353,16.5981,1.1239809,0,0,0,0,0,-0.13110924,-0.025123596,-0.10598564,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,194.45666198127674,-45.889490838429616,50.212751337801386,-26.21629534976339,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
79,HE0338-3025,5055975238166788352,9911,7.87,,1636148068921376768,Gaia DR3 5055975238166788352,5055975238166788352,937208939,2016.0,55.0759511300869,0.019786024,-30.260610550577844,0.025354553,19.272419608511072,0.03371919,571.5564,161.00642,-62.651069286986576,0.026486313,-148.31693579468913,0.035035904,-0.25388205,-0.042211473,-0.22677541,0.15675125,-0.0019892873,0.15153195,-0.24266464,0.18744804,-0.10390037,-0.3771878,564,0,553,11,-0.43734586,567.81287,0.0,0.0,31,True,1.7145637,,,,,,,,64,29,0.052594423,70,27,0,0.016195364,50.15906,1,0,0.9862131,0.12475099,0.31201825,0.119301915,0.1637395,-68.63806,68.30148,12.191362,35.762512,False,577,7999.699085213207,4.2550216,1880.0608,15.929683,68,5493.547478336023,11.521817,476.79523,15.98891,65,3669.9292987824947,9.210765,398.43915,15.836251,1.1454777,0,18,0,18,0,0.15265846,0.05922699,0.09343147,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,228.050852508955,-53.04507756064022,42.25909393058775,-48.077826656360216,False,False,0,True,False,False,False,False,False,False,False,5.0943055e-10,2.5445799e-09,4.9933235e-05,,,,,,,,,,,,,,,,,,,,,,
